Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
379,548,69.2,34.2,4717,8.6,294.8,39,11,224,40.9,82,63,18,46,110.9
369,556,66.4,34.8,4591,8.3,286.9,27,17,227,40.8,70,59,9,32,95.2
336,497,67.6,31.1,4557,9.2,284.8,49,10,232,46.7,80,68,13,13,121.1
303,521,58.2,32.6,4089,7.8,255.6,27,20,184,35.3,85,55,9,15,84.5
346,540,64.1,33.8,4088,7.6,255.5,30,17,202,37.4,79,50,12,12,92.4
321,485,66.2,34.6,3964,8.2,283.1,21,14,180,37.1,56,56,6,41,93.7
310,533,58.2,33.3,3886,7.3,242.9,29,15,192,36.0,63,60,8,33,87.3
300,469,64.0,31.3,3875,8.3,258.3,31,8,175,37.3,80,50,20,32,104.7
309,542,57.0,33.9,3810,7.0,238.1,21,16,177,32.7,57,57,5,41,79.5
288,474,60.8,29.6,3692,7.8,230.8,28,14,188,39.7,50,52,10,26,92.6
297,495,60.0,30.9,3532,7.1,220.8,17,20,163,32.9,53,47,4,34,76.4
285,466,61.2,29.1,3531,7.6,220.7,16,14,173,37.1,69,47,6,49,83.5
289,513,56.3,36.6,3495,6.8,249.6,21,20,153,29.8,63,49,8,25,74.8
279,474,58.9,33.9,3382,7.1,241.6,22,15,177,37.3,60,43,2,30,83.1
262,400,65.5,26.7,3159,7.9,210.6,27,7,141,35.3,79,40,9,18,104.8
274,489,56.0,30.6,3047,6.2,190.4,19,12,138,28.2,62,43,4,36,77.5
267,441,60.5,31.5,2941,6.7,210.1,15,10,140,31.7,65,33,7,25,82.2
256,450,56.9,28.1,2932,6.5,183.2,20,16,144,32.0,69,31,9,37,76.6
263,432,60.9,33.2,2897,6.7,222.8,18,18,140,32.4,76,34,8,25,77.3
242,370,65.4,28.5,2673,7.2,205.6,16,9,136,36.8,48,33,6,18,91.0
233,336,69.3,30.5,2632,7.8,239.3,20,12,126,37.5,68,35,6,26,97.5
196,295,66.4,21.1,2621,8.9,187.2,17,11,130,44.1,58,43,7,30,98.1
258,464,55.6,29.0,2559,5.5,159.9,13,11,135,29.1,57,28,4,35,70.9
233,408,57.1,29.1,2511,6.2,179.4,11,10,122,29.9,48,30,3,31,74.1
218,357,61.1,35.7,2486,7.0,248.6,18,10,120,33.6,48,34,5,30,87.1
181,321,56.4,21.4,2313,7.2,154.2,14,12,103,32.1,62,35,8,46,78.1
198,325,60.9,36.1,2169,6.7,241.0,10,10,108,33.2,65,19,2,37,78.1
174,277,62.8,27.7,2054,7.4,205.4,6,4,93,33.6,62,24,6,39,86.5
191,356,53.7,32.4,1893,5.3,172.1,11,15,101,28.4,38,15,0,23,61.7
144,252,57.1,22.9,1731,6.9,157.4,10,9,71,28.2,99,18,8,24,76.7
169,272,62.1,30.2,1665,6.1,185.0,10,11,89,32.7,51,17,2,23,74.8
129,215,60.0,26.9,1343,6.2,167.9,8,9,76,35.3,37,10,0,13,73.1
123,226,54.4,28.2,1231,5.4,153.9,6,9,60,26.5,59,9,1,13,62.4
118,237,49.8,26.3,1194,5.0,132.7,7,6,66,27.8,49,10,3,15,63.9
101,190,53.2,23.8,1186,6.2,148.2,7,8,54,28.4,71,19,3,25,67.1
95,197,48.2,21.9,1043,5.3,115.9,6,9,50,25.4,52,11,4,13,55.4
92,161,57.1,32.2,903,5.6,180.6,4,3,43,26.7,63,8,2,23,73.6
59,87,67.8,21.8,737,8.5,184.2,7,5,35,40.2,55,10,2,5,96.8
59,127,46.5,21.2,718,5.7,119.7,3,6,32,25.2,49,13,2,23,52.5
65,103,63.1,25.8,674,6.5,168.5,3,3,28,27.2,54,9,3,8,79.5
61,104,58.7,26.0,623,6.0,155.8,5,4,32,30.8,30,8,0,6,75.9
48,98,49.0,19.6,608,6.2,121.6,4,7,19,19.4,58,8,4,12,52.6
47,84,56.0,28.0,607,7.2,202.3,1,3,28,33.3,40,8,1,5,67.9
41,68,60.3,22.7,524,7.7,174.7,3,2,23,33.8,58,6,3,5,86.9
47,84,56.0,28.0,502,6.0,167.3,1,4,23,27.4,40,6,1,6,57.7
35,58,60.3,8.3,498,8.6,71.1,3,1,25,43.1,69,4,3,12,98.2
42,73,57.5,14.6,467,6.4,93.4,1,3,21,28.8,75,6,1,10,64.1
35,62,56.5,12.4,463,7.5,92.6,2,8,15,24.2,75,8,2,7,51.4
51,98,52.0,19.6,413,4.2,82.6,1,3,18,18.4,32,4,0,15,53.7
38,72,52.8,18.0,374,5.2,93.5,2,1,21,29.2,36,2,0,6,71.2
379,566,67.0,35.4,4267,7.5,266.7,29,10,210,37.1,79,45,9,18,99.0
330,523,63.1,32.7,4039,7.7,252.4,24,12,198,37.9,67,54,8,20,92.6
336,532,63.2,35.5,3845,7.2,256.3,22,22,193,36.3,48,59,5,37,81.4
313,513,61.0,32.1,3841,7.5,240.1,26,15,187,36.5,80,54,5,42,88.8
354,570,62.1,35.6,3811,6.7,238.2,26,21,184,32.3,76,37,9,20,81.5
317,527,60.2,32.9,3620,6.9,226.2,23,12,175,33.2,82,44,8,32,85.9
324,520,62.3,32.5,3591,6.9,224.4,26,15,181,34.8,82,37,11,37,87.4
306,518,59.1,32.4,3546,6.8,221.6,24,8,172,33.2,76,36,7,34,88.8
295,454,65.0,32.4,3479,7.7,248.5,25,11,169,37.2,59,41,10,37,96.4
298,519,57.4,32.4,3414,6.6,213.4,18,17,171,32.9,53,44,4,41,75.3
308,471,65.4,29.4,3361,7.1,210.1,32,21,166,35.2,66,42,7,19,90.4
292,505,57.8,31.6,3302,6.5,206.4,17,21,148,29.3,64,48,7,37,71.4
266,449,59.2,28.1,3219,7.2,201.2,19,16,146,32.5,67,46,9,23,80.6
275,478,57.5,29.9,3216,6.7,201.0,16,11,152,31.8,59,44,9,43,79.6
250,400,62.5,28.6,3215,8.0,229.6,24,7,164,41.0,73,46,11,19,100.4
284,500,56.8,38.5,3110,6.2,239.2,13,16,159,31.8,77,29,7,28,70.7
309,554,55.8,34.6,2880,5.2,180.0,17,22,147,26.5,72,24,3,9,63.9
274,471,58.2,29.4,2860,6.1,178.8,11,12,142,30.1,54,28,2,49,73.0
239,418,57.2,27.9,2819,6.7,187.9,14,16,135,32.3,84,33,7,19,73.0
225,392,57.4,30.2,2704,6.9,208.0,18,13,131,33.4,75,35,6,21,80.1
208,367,56.7,28.2,2247,6.1,172.8,13,15,96,26.2,71,27,6,19,69.6
189,302,62.6,27.5,2182,7.2,198.4,15,7,114,37.7,60,26,5,14,91.2
179,337,53.1,30.6,2166,6.4,196.9,14,9,98,29.1,64,34,3,30,75.8
189,297,63.6,29.7,2139,7.2,213.9,13,12,116,39.1,65,26,6,25,82.9
179,314,57.0,26.2,2138,6.8,178.2,11,13,107,34.1,59,35,2,19,72.4
205,356,57.6,32.4,2108,5.9,191.6,11,15,95,26.7,68,28,5,21,67.5
167,295,56.6,24.6,2013,6.8,167.8,9,13,86,29.2,78,22,5,15,69.5
193,302,63.9,30.2,1797,6.0,179.7,10,12,94,31.1,68,12,1,21,74.6
136,243,56.0,24.3,1655,6.8,165.5,8,12,72,29.6,86,22,7,19,67.5
126,251,50.2,27.9,1418,5.6,157.6,7,12,69,27.5,61,19,4,25,56.8
123,198,62.1,28.3,1385,7.0,197.9,7,2,65,32.8,61,18,2,6,90.6
120,203,59.1,20.3,1319,6.5,131.9,7,6,59,29.1,71,13,5,19,77.6
125,225,55.6,32.1,1274,5.7,182.0,6,4,54,24.0,46,15,1,17,73.5
116,221,52.5,24.6,1267,5.7,140.8,3,5,64,29.0,47,18,1,22,64.8
116,224,51.8,20.4,1260,5.6,114.5,7,9,62,27.7,73,18,3,17,62.4
94,178,52.8,25.4,1199,6.7,171.3,9,8,55,30.9,64,16,5,19,72.3
91,167,54.5,23.9,1097,6.6,156.7,9,4,50,29.9,73,16,1,8,82.8
107,192,55.7,24.0,1050,5.5,131.2,3,7,51,26.6,37,11,0,14,61.3
95,166,57.2,20.8,1018,6.1,127.2,5,6,51,30.7,60,11,2,25,70.3
95,177,53.7,25.3,1012,5.7,144.6,5,7,53,29.9,40,10,1,9,63.6
73,118,61.9,10.7,856,7.3,77.8,7,2,41,34.7,61,11,1,7,96.6
74,130,56.9,26.0,813,6.3,162.6,5,6,36,27.7,80,7,3,12,69.2
61,102,59.8,14.6,693,6.8,99.0,5,3,34,33.3,46,9,2,13,84.3
38,65,58.5,4.1,690,10.6,43.1,7,2,25,38.5,72,11,5,5,118.1
50,100,50.0,20.0,585,5.9,117.0,4,3,32,32.0,49,7,2,9,69.0
44,69,63.8,9.9,545,7.9,77.9,4,1,31,44.9,50,5,1,6,101.4
60,116,51.7,19.3,532,4.6,88.7,3,4,25,21.6,40,6,1,16,58.5
54,82,65.9,27.3,484,5.9,161.3,2,0,22,26.8,65,4,1,9,89.7
53,103,51.5,20.6,442,4.3,88.4,2,5,26,25.2,26,3,0,2,49.1
38,72,52.8,24.0,437,6.1,145.7,2,1,23,31.9,59,7,1,4,74.8
418,618,67.6,38.6,4689,7.6,293.1,26,10,226,36.6,75,48,8,36,97.3
375,610,61.5,38.1,4359,7.1,272.4,24,15,218,35.7,73,45,13,54,86.0
392,591,66.3,36.9,4200,7.1,262.5,27,19,213,36.0,69,51,11,23,88.8
335,545,61.5,34.1,4073,7.5,254.6,19,14,193,35.4,82,61,4,24,85.4
333,549,60.7,34.3,3853,7.0,240.8,18,23,188,34.2,61,48,9,47,75.3
373,601,62.1,37.6,3764,6.3,235.2,28,14,184,30.6,49,37,3,31,85.7
287,470,61.1,29.4,3690,7.9,230.6,26,13,176,37.4,99,46,13,26,92.6
341,551,61.9,34.4,3658,6.6,228.6,27,16,189,34.3,85,39,7,26,85.6
283,528,53.6,33.0,3572,6.8,223.2,27,15,165,31.3,64,47,12,36,80.1
301,492,61.2,30.8,3387,6.9,211.7,22,15,178,36.2,55,35,6,21,84.0
328,528,62.1,33.0,3344,6.3,209.0,21,10,171,32.4,76,31,7,17,85.6
320,526,60.8,32.9,3284,6.2,205.2,17,16,163,31.0,52,40,4,24,76.9
291,436,66.7,33.5,3214,7.4,247.2,15,15,156,35.8,82,30,7,34,85.6
294,473,62.2,33.8,3178,6.7,227.0,16,16,156,33.0,72,29,4,24,79.1
275,399,68.9,26.6,3120,7.8,208.0,22,6,167,41.9,47,40,3,22,104.2
267,419,63.7,26.2,3075,7.3,192.2,15,10,157,37.5,49,36,4,26,87.8
281,451,62.3,34.7,3049,6.8,234.5,22,6,142,31.5,76,32,6,21,92.9
284,530,53.6,33.1,2972,5.6,185.8,18,20,145,27.4,80,29,3,36,65.7
231,421,54.9,28.1,2936,7.0,195.7,16,8,139,33.0,74,44,8,33,81.6
273,443,61.6,31.6,2842,6.4,203.0,18,18,128,28.9,78,35,8,30,76.8
234,377,62.1,25.1,2836,7.5,189.1,20,16,137,36.3,72,40,6,26,85.2
245,416,58.9,27.7,2788,6.7,185.9,17,7,140,33.7,79,28,6,34,85.7
223,381,58.5,27.2,2630,6.9,187.9,15,14,114,29.9,69,45,6,31,77.4
233,444,52.5,27.8,2592,5.8,162.0,9,15,117,26.4,81,31,5,76,62.8
215,429,50.1,30.6,2294,5.3,163.9,12,16,110,25.6,64,28,6,8,59.9
211,361,58.4,36.1,2289,6.3,228.9,17,6,108,29.9,59,27,3,28,86.0
165,295,55.9,26.8,2084,7.1,189.5,13,11,96,32.5,77,26,5,30,77.3
179,292,61.3,26.5,2024,6.9,184.0,14,9,108,37.0,59,25,3,13,85.2
180,314,57.3,31.4,1944,6.2,194.4,13,9,98,31.2,54,27,2,16,77.5
138,214,64.5,30.6,1826,8.5,260.9,14,6,86,40.2,58,26,6,12,101.5
127,250,50.8,27.8,1555,6.2,172.8,7,8,63,25.2,58,20,7,34,66.3
117,227,51.5,25.2,1539,6.8,171.0,9,8,67,29.5,62,19,5,18,71.8
125,221,56.6,31.6,1465,6.6,209.3,7,8,66,29.9,80,14,3,19,72.3
144,220,65.5,31.4,1431,6.5,204.4,3,11,66,30.0,43,15,1,21,67.4
124,237,52.3,29.6,1251,5.3,156.4,11,6,64,27.0,43,9,1,9,72.6
124,195,63.6,39.0,1216,6.2,243.2,7,10,67,34.4,33,15,0,10,71.7
94,168,56.0,28.0,1182,7.0,197.0,4,6,51,30.4,83,9,4,7,71.1
109,166,65.7,23.7,1155,7.0,165.0,6,6,60,36.1,64,10,2,7,82.8
92,160,57.5,22.9,1045,6.5,149.3,4,6,47,29.4,77,13,2,12,69.9
97,182,53.3,30.3,1034,5.7,172.3,7,3,49,26.9,36,14,0,11,76.1
103,161,64.0,17.9,1023,6.4,113.7,4,4,43,26.7,76,15,3,23,79.8
86,154,55.8,25.7,1011,6.6,168.5,6,5,44,28.6,53,15,3,7,75.4
68,117,58.1,14.6,925,7.9,115.6,6,5,43,36.8,52,13,3,12,82.7
62,147,42.2,18.4,874,5.9,109.2,7,9,40,27.2,49,12,4,12,52.4
64,106,60.4,26.5,790,7.5,197.5,8,4,42,39.6,44,11,2,5,92.9
58,92,63.0,13.1,719,7.8,102.7,3,6,33,35.9,40,8,1,11,70.9
57,88,64.8,14.7,536,6.1,89.3,1,2,26,29.5,23,4,0,19,75.8
54,83,65.1,16.6,499,6.0,99.8,3,3,23,27.7,35,4,0,9,78.3
37,57,64.9,9.5,448,7.9,74.7,2,3,24,42.1,63,4,1,3,78.7
44,85,51.8,21.2,437,5.1,109.2,1,5,24,28.2,51,2,1,10,46.1
375,546,68.7,34.1,4830,8.8,301.9,36,22,233,42.7,65,81,11,38,101.4
343,547,62.7,34.2,4131,7.6,258.2,26,23,201,36.7,86,55,11,29,84.1
314,510,61.6,31.9,3921,7.7,245.1,32,15,187,36.7,67,53,13,22,94.1
312,558,55.9,34.9,3832,6.9,239.5,26,22,183,32.8,63,55,13,50,76.4
361,549,65.8,34.3,3828,7.0,239.2,27,9,194,35.3,49,45,5,27,95.5
296,523,56.6,32.7,3783,7.2,236.4,17,24,176,33.7,67,51,12,39,71.1
327,568,57.6,35.5,3764,6.6,235.2,19,16,189,33.3,76,52,7,36,77.1
304,525,57.9,32.8,3653,7.0,228.3,18,14,177,33.7,68,52,11,29,79.6
316,504,62.7,31.5,3538,7.0,221.1,32,12,183,36.3,61,40,10,26,94.8
294,521,56.4,32.6,3464,6.6,216.5,15,18,166,31.9,78,43,4,25,72.0
340,559,60.8,34.9,3406,6.1,212.9,13,11,179,32.0,47,34,1,44,77.7
264,431,61.3,28.7,3350,7.8,223.3,21,12,159,36.9,71,51,10,37,90.2
289,473,61.1,31.5,3309,7.0,220.6,19,13,164,34.7,44,37,2,57,84.1
273,450,60.7,28.1,3290,7.3,205.6,20,19,152,33.8,74,41,7,27,80.3
285,493,57.8,30.8,3233,6.6,202.1,25,12,136,27.6,64,44,9,39,84.3
313,581,53.9,36.3,3216,5.5,201.0,12,22,171,29.4,49,32,2,25,61.1
266,442,60.2,27.6,3109,7.0,194.3,14,11,145,32.8,90,44,6,29,81.7
272,454,59.9,28.4,3040,6.7,190.0,17,21,134,29.5,78,39,7,51,73.1
265,467,56.7,33.4,3033,6.5,216.6,15,18,149,31.9,77,37,6,28,71.1
293,540,54.3,36.0,2931,5.4,195.4,11,19,137,25.4,48,31,4,26,62.0
223,365,61.1,26.1,2847,7.8,203.4,16,14,127,34.8,94,34,9,41,84.1
264,413,63.9,27.5,2843,6.9,189.5,18,12,143,34.6,91,32,6,41,86.5
275,451,61.0,30.1,2827,6.3,188.5,23,19,150,33.3,65,25,2,38,78.5
260,441,59.0,27.6,2752,6.2,172.0,15,14,144,32.7,40,38,1,18,75.3
235,366,64.2,33.3,2612,7.1,237.5,14,13,126,34.4,57,34,5,33,83.3
198,341,58.1,34.1,2392,7.0,239.2,12,12,107,31.4,76,37,5,33,76.8
198,370,53.5,24.7,2386,6.4,159.1,10,10,106,28.6,85,30,6,29,71.3
228,395,57.7,28.2,2299,5.8,164.2,13,10,106,26.8,66,27,7,11,74.9
178,307,58.0,25.6,2056,6.7,171.3,12,11,99,32.2,80,26,6,14,76.4
176,321,54.8,24.7,2023,6.3,155.6,7,8,91,28.3,64,26,4,38,70.9
134,216,62.0,27.0,1465,6.8,183.1,5,7,70,32.4,61,19,4,31,76.3
90,176,51.1,22.0,1072,6.1,134.0,5,7,46,26.1,64,14,6,12,63.0
73,122,59.8,20.3,1014,8.3,169.0,7,4,43,35.2,54,17,7,10,92.0
92,151,60.9,37.8,906,6.0,226.5,3,10,43,28.5,27,8,0,12,56.9
51,89,57.3,17.8,795,8.9,159.0,8,4,32,36.0,80,9,4,4,98.3
50,113,44.2,14.1,785,6.9,98.1,2,3,34,30.1,52,11,4,21,62.7
84,129,65.1,32.2,694,5.4,173.5,5,6,44,34.1,34,6,0,6,72.3
53,115,46.1,14.4,671,5.8,83.9,3,1,34,29.6,69,7,1,21,69.9
54,89,60.7,14.8,573,6.4,95.5,3,2,31,34.8,30,6,0,12,81.3
48,98,49.0,24.5,529,5.4,132.2,5,5,23,23.5,80,5,2,5,61.1
42,76,55.3,15.2,496,6.5,99.2,2,2,19,25.0,35,3,0,6,73.1
45,88,51.1,22.0,494,5.6,123.5,1,3,24,27.3,38,8,0,12,57.7
48,98,49.0,32.7,418,4.3,139.3,1,6,20,20.4,47,2,1,10,38.6
40,66,60.6,33.0,400,6.1,200.0,2,2,18,27.3,58,4,1,5,75.3
32,61,52.5,10.2,361,5.9,60.2,1,1,17,27.9,45,6,1,6,69.1
26,49,53.1,12.2,314,6.4,78.5,3,5,17,34.7,28,5,0,5,53.8
30,48,62.5,12.0,308,6.4,77.0,3,0,19,39.6,26,5,0,3,101.7
15,27,55.6,27.0,221,8.2,221.0,1,0,11,40.7,40,4,1,2,94.8
21,31,67.7,10.3,210,6.8,70.0,0,1,10,32.3,42,2,1,3,73.3
15,33,45.5,33.0,201,6.1,201.0,1,2,11,33.3,34,3,0,1,50.2
357,571,62.5,35.7,4413,7.7,275.8,33,15,213,37.3,78,51,8,20,94.7
355,561,63.3,35.1,4278,7.6,267.4,31,10,205,36.5,69,59,9,24,97.6
326,547,59.6,36.5,4169,7.6,277.9,28,14,197,36.0,81,55,7,29,89.9
297,474,62.7,29.6,3937,8.3,246.1,33,16,190,40.1,78,56,13,34,98.0
338,580,58.3,36.2,3812,6.6,238.2,20,16,193,33.3,67,41,7,33,78.0
328,590,55.6,36.9,3732,6.3,233.2,21,25,179,30.3,63,47,7,13,69.0
324,533,60.8,33.3,3730,7.0,233.1,19,18,195,36.6,54,47,2,62,79.7
311,512,60.7,32.0,3640,7.1,227.5,20,14,177,34.6,67,39,9,54,84.0
311,529,58.8,33.1,3610,6.8,225.6,22,13,195,36.9,59,46,7,28,83.1
284,473,60.0,29.6,3430,7.3,214.4,28,11,177,37.4,84,42,8,28,92.4
235,347,67.7,31.5,3429,9.9,311.7,21,18,153,44.1,85,49,14,20,98.3
330,569,58.0,35.6,3365,5.9,210.3,21,13,181,31.8,70,45,5,45,77.8
312,531,58.8,33.2,3291,6.2,205.7,17,13,164,30.9,59,33,4,45,77.3
270,475,56.8,33.9,2946,6.2,210.4,13,21,132,27.8,70,35,10,22,66.0
248,396,62.6,24.8,2847,7.2,177.9,15,13,141,35.6,56,31,5,24,83.2
233,428,54.4,26.8,2769,6.5,173.1,18,13,142,33.2,75,37,5,37,75.8
216,336,64.3,33.6,2688,8.0,268.8,19,4,136,40.5,61,38,5,17,102.9
259,418,62.0,27.9,2658,6.4,177.2,18,19,141,33.7,71,21,4,33,75.6
228,365,62.5,30.4,2505,6.9,208.8,11,15,120,32.9,77,23,7,20,75.7
221,412,53.6,27.5,2489,6.0,165.9,13,15,117,28.4,59,32,3,41,67.3
204,357,57.1,23.8,2402,6.7,160.1,14,14,107,30.0,61,30,8,23,74.5
192,331,58.0,23.6,2236,6.8,159.7,10,12,105,31.7,55,25,5,40,73.5
175,306,57.2,25.5,2125,6.9,177.1,12,7,101,33.0,74,27,4,49,82.2
145,240,60.4,30.0,2063,8.6,257.9,16,5,94,39.2,64,30,7,24,101.8
184,302,60.9,27.5,2025,6.7,184.1,13,9,102,33.8,49,21,4,24,82.7
161,322,50.0,29.3,1883,5.8,171.2,11,18,81,25.2,83,23,5,31,56.2
151,289,52.2,18.1,1860,6.4,116.2,11,8,91,31.5,45,23,2,30,73.6
138,232,59.5,23.2,1776,7.7,177.6,9,8,87,37.5,44,27,5,12,82.1
132,231,57.1,21.0,1700,7.4,154.5,8,3,70,30.3,52,29,4,10,86.5
154,280,55.0,28.0,1646,5.9,164.6,8,9,67,23.9,68,19,5,27,68.5
156,262,59.5,23.8,1632,6.2,148.4,7,14,81,30.9,48,15,1,13,64.3
150,274,54.7,24.9,1578,5.8,143.5,8,8,84,30.7,53,19,2,20,69.3
113,194,58.2,24.2,1514,7.8,189.2,9,6,66,34.0,53,20,4,15,85.7
134,226,59.3,20.5,1502,6.6,136.5,12,11,70,31.0,59,18,6,23,76.6
137,215,63.7,30.7,1483,6.9,211.9,7,9,59,27.4,79,14,2,10,77.3
123,202,60.9,28.9,1416,7.0,202.3,8,10,66,32.7,62,17,4,14,74.6
113,194,58.2,32.3,1389,7.2,231.5,7,6,65,33.5,50,20,3,12,79.6
118,267,44.2,22.2,1253,4.7,104.4,3,6,58,21.7,46,17,1,36,52.8
117,210,55.7,19.1,1047,5.0,95.2,2,8,45,21.4,67,9,1,17,56.6
89,187,47.6,23.4,966,5.2,120.8,3,8,51,27.3,38,9,0,16,50.8
102,178,57.3,29.7,964,5.4,160.7,3,6,53,29.8,41,7,1,5,64.0
66,148,44.6,12.3,878,5.9,73.2,1,1,37,25.0,77,14,1,13,63.4
74,125,59.2,20.8,849,6.8,141.5,6,4,35,28.0,76,14,4,8,82.4
49,87,56.3,17.4,540,6.2,108.0,3,2,27,31.0,45,5,3,13,76.8
36,64,56.3,9.1,530,8.3,75.7,2,3,24,37.5,67,8,1,3,74.3
57,116,49.1,23.2,524,4.5,104.8,2,5,30,25.9,35,2,0,8,49.6
56,91,61.5,18.2,503,5.5,100.6,1,4,26,28.6,40,3,1,12,61.7
40,69,58.0,11.5,467,6.8,77.8,2,3,20,29.0,44,5,1,10,70.1
36,67,53.7,16.8,406,6.1,101.5,2,3,21,31.3,26,5,0,13,63.4
47,82,57.3,27.3,382,4.7,127.3,1,1,22,26.8,34,3,0,2,68.2
